Play,Type,Bnt,Fl,Loc,B,R2,Count,Probability,New Outs,Runs
Single,Grounder,-,-,6S,1st,Score,1,  0.02%,1,1
Single,Fly,-,-,8S,1st,Score,1,  0.02%,1,1
Generic out,Fly,-,Y,5F,Out,2nd,1,  0.02%,2,0
Generic out,Liner,-,-,6MD,Out,Out,1,  0.02%,3,0
Generic out,Grounder,-,-,25,Out,3rd,1,  0.02%,2,0
Single,Fly,-,-,89,1st,3rd,1,  0.02%,1,0
Triple,Fly,-,-,78XD,3rd,Score,1,  0.02%,1,1
Generic out,Pop-up,-,-,6S,Out,2nd,1,  0.02%,2,0
Generic out,Liner,-,-,9S,Out,2nd,1,  0.02%,2,0
Single,Liner,-,-,7S,1st,Out,1,  0.02%,2,0
Single,Fly,-,-,5D,2nd,3rd,1,  0.02%,1,0
Generic out,Pop-up,-,-,1,Out,2nd,1,  0.02%,2,0
Single,Liner,-,-,78,2nd,Out,1,  0.02%,2,0
Generic out,Grounder,-,-,2,Out,2nd,1,  0.02%,2,0
Generic out,Grounder,-,-,6,1st,3rd,1,  0.02%,1,0
Single,Grounder,-,-,4S,1st,3rd,1,  0.02%,1,0
Single,Liner,-,-,78D,Out,Score,1,  0.02%,2,1
Single,Grounder,-,-,34,2nd,Out,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,5,1st,3rd,1,  0.02%,1,0
